Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,antisymmetric property,attached_to,database_cross_reference,definition,depicts,has_obo_format_version,has_related_synonym,http://data.bioontology.org/metadata/obo/part_of,http://data.bioontology.org/metadata/prefixIRI,http://data.bioontology.org/metadata/treeView,http://www.geneontology.org/formats/oboInOwl#auto-generated-by,http://www.geneontology.org/formats/oboInOwl#date,http://www.geneontology.org/formats/oboInOwl#default-namespace,http://www.geneontology.org/formats/oboInOwl#default-relationship-id-prefix,http://www.geneontology.org/formats/oboInOwl#id,http://www.geneontology.org/formats/oboInOwl#namespace-id-rule,http://www.geneontology.org/formats/oboInOwl#remark,http://www.w3.org/2000/01/rdf-schema#comment,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2002/07/owl#deprecated,http://www.w3.org/2004/02/skos/core#notation,integral_part_of,part_of
http://purl.obolibrary.org/obo/HAO_0001184,clypeal tooth,,The projection that is located on the distal margin of the clypeus.,false,,,http://purl.obolibrary.org/obo/HAO_0000829,,,,The projection that is located on the distal margin of the clypeus.,,,,http://purl.obolibrary.org/obo/HAO_0000212,,http://purl.obolibrary.org/obo/HAO_0000212,,,,,HAO:0001184,,,,clypeal tooth,,HAO:0001184,,
http://purl.obolibrary.org/obo/HAO_0001195,ventral mesotibio-mesobasitarsal muscle,,The intrinsic leg muscle that arises ventrally from the mesotibia and inserts ventrally on the articular membrane of the mesotibio-mesobasitarsal joint.,false,,,http://purl.obolibrary.org/obo/HAO_0001466,,http://purl.obolibrary.org/obo/HAO_0001351|http://purl.obolibrary.org/obo/HAO_0001133,,The intrinsic leg muscle that arises ventrally from the mesotibia and inserts ventrally on the articular membrane of the mesotibio-mesobasitarsal joint.,,,muscle 94|depressor of the middle tarsus,,,,,,,,HAO:0001195,,,,ventral mesotibio-mesobasitarsal muscle,,HAO:0001195,,
http://purl.obolibrary.org/obo/HAO_0000862,propleuron,,"The pleuron that is articulated with the fore leg, connected dorsolaterally (anterolaterally) with the pronotum and ventrally (posteriorly) with the prosternum.",false,,,http://purl.obolibrary.org/obo/HAO_0000729,,,,"The pleuron that is articulated with the fore leg, connected dorsolaterally (anterolaterally) with the pronotum and ventrally (posteriorly) with the prosternum.",,,,http://purl.obolibrary.org/obo/HAO_0000854,,http://purl.obolibrary.org/obo/HAO_0000854,,,,,HAO:0000862,,,,propleuron,,HAO:0000862,,
http://purl.obolibrary.org/obo/HAO_0000598,metafurco-second abdominal sternal muscle,,The second abdominal sternal muscle that arises from the metafurca and inserts on abdominal sternum 2.,false,,,http://purl.obolibrary.org/obo/HAO_0001675,,http://purl.obolibrary.org/obo/HAO_0000035|http://purl.obolibrary.org/obo/HAO_0000592,,The second abdominal sternal muscle that arises from the metafurca and inserts on abdominal sternum 2.,,,metafurco-second abdominal sternal|fu3-S2,,,,,,,,HAO:0000598,,,,metafurco-second abdominal sternal muscle,,HAO:0000598,,
http://purl.obolibrary.org/obo/HAO_0000851,pronoto-propleural muscle,,The propleural muscle that arises medially from the pronotum and inserts on the posterodorsal margin of the propleuron.,false,,,http://purl.obolibrary.org/obo/HAO_0001697,,http://purl.obolibrary.org/obo/HAO_0000862|http://purl.obolibrary.org/obo/HAO_0000853,,The propleural muscle that arises medially from the pronotum and inserts on the posterodorsal margin of the propleuron.,,,pronoto-propleural|t1-pl1,,,,,,,,HAO:0000851,,,,pronoto-propleural muscle,,HAO:0000851,,
http://purl.obolibrary.org/obo/HAO_0000587,metacoxa,,The coxa that is located on the hind leg.,false,,,http://purl.obolibrary.org/obo/HAO_0000228,,,,The coxa that is located on the hind leg.,,,hind coxa|hindcoxa,http://purl.obolibrary.org/obo/HAO_0000399,,http://purl.obolibrary.org/obo/HAO_0000399,,,,,HAO:0000587,,,,metacoxa,,HAO:0000587,,
http://purl.obolibrary.org/obo/HAO_0000774,posterolateral pronotal sulcus,,The sulcus that arises from the ventrolateral pit of the pronotum and reaches the posterolateral carina of the pronotum ventral to the anterior thoracic spiracle.,false,,,http://purl.obolibrary.org/obo/HAO_0000978,,,,The sulcus that arises from the ventrolateral pit of the pronotum and reaches the posterolateral carina of the pronotum ventral to the anterior thoracic spiracle.,,,,http://purl.obolibrary.org/obo/HAO_0000853,,http://purl.obolibrary.org/obo/HAO_0000853,,,,,HAO:0000774,,,,posterolateral pronotal sulcus,,HAO:0000774,,
http://purl.obolibrary.org/obo/HAO_0001966,secretory pore,,The anatomical space that corresponds to the distal end of an exocrine gland.,false,,,http://purl.obolibrary.org/obo/HAO_0000005,,,,The anatomical space that corresponds to the distal end of an exocrine gland.,,,,http://purl.obolibrary.org/obo/HAO_0000240,,http://purl.obolibrary.org/obo/HAO_0000240,,,,,HAO:0001966,,,,secretory pore,,HAO:0001966,,
http://purl.obolibrary.org/obo/HAO_0001889,stridulitrum,,The area that is composed of file-like ridges on the upper surface of the anterior tergum of abdominal segment 4.,false,,,http://purl.obolibrary.org/obo/HAO_0000146,,,,The area that is composed of file-like ridges on the upper surface of the anterior tergum of abdominal segment 4.,,,,http://purl.obolibrary.org/obo/HAO_0000057,,http://purl.obolibrary.org/obo/HAO_0000057,,,,,HAO:0001889,,,,stridulitrum,,HAO:0001889,,
http://purl.obolibrary.org/obo/HAO_0001878,median longitudinal carina of first metasomal sternum,,The carina that is located in the anteroposterior median line of the first metasomal sternum.,false,,,http://purl.obolibrary.org/obo/HAO_0000188,,,,The carina that is located in the anteroposterior median line of the first metasomal sternum.,,,,http://purl.obolibrary.org/obo/HAO_0000035,,http://purl.obolibrary.org/obo/HAO_0000035,,,,,HAO:0001878,,,,median longitudinal carina of first metasomal sternum,,HAO:0001878,,
http://purl.obolibrary.org/obo/HAO_0001160,axillary region of the fore wing,,The axillary region that is located on the fore wing base.,false,,,http://purl.obolibrary.org/obo/HAO_0000158,,,,The axillary region that is located on the fore wing base.,,,,http://purl.obolibrary.org/obo/HAO_0001690,,http://purl.obolibrary.org/obo/HAO_0001690,,,,,HAO:0001160,,,,axillary region of the fore wing,,HAO:0001160,,
http://purl.obolibrary.org/obo/HAO_0000425,interaxillar sulcus,,The median sulcus of the mesonotum between the anterior margin of the mesoscutellar-axillar complex and the anterior margin of the mesoscutellum.,false,,,http://purl.obolibrary.org/obo/HAO_0000978,,,,The median sulcus of the mesonotum between the anterior margin of the mesoscutellar-axillar complex and the anterior margin of the mesoscutellum.,,,trait axillaire,http://purl.obolibrary.org/obo/HAO_0000572,,http://purl.obolibrary.org/obo/HAO_0000572,,,,,HAO:0000425,,,,interaxillar sulcus,,HAO:0000425,,
http://purl.obolibrary.org/obo/HAO_0002217,distomedial stipital flange,,The medial part of the principal carina of the stipes that is overlapped by the premental carina and overlaps the lateral premental face.,false,,,http://purl.obolibrary.org/obo/HAO_0000344,,,,The medial part of the principal carina of the stipes that is overlapped by the premental carina and overlaps the lateral premental face.,,,,http://purl.obolibrary.org/obo/HAO_0002099,,http://purl.obolibrary.org/obo/HAO_0002099,,,,,HAO:0002217,,,,distomedial stipital flange,,HAO:0002217,,
http://purl.obolibrary.org/obo/HAO_0000436,intersegmentalia,,The sclerite that is located on the intersegmental membrane.,false,,,http://purl.obolibrary.org/obo/HAO_0000909,,,,The sclerite that is located on the intersegmental membrane.,,,,http://purl.obolibrary.org/obo/HAO_0000421,,http://purl.obolibrary.org/obo/HAO_0000421,,,,,HAO:0000436,,,,intersegmentalia,,HAO:0000436,,
http://purl.obolibrary.org/obo/HAO_0002126,galeo-lacinial complex,,"The area of the stipes that is delimited proximomedially by the stipito-premental conjunctiva, proximolaterally by the stipito-mandibular conjunctiva and posteroproximally by the margin of the posterior stipital sclerite.",false,,,http://purl.obolibrary.org/obo/HAO_0000221,,,,"The area of the stipes that is delimited proximomedially by the stipito-premental conjunctiva, proximolaterally by the stipito-mandibular conjunctiva and posteroproximally by the margin of the posterior stipital sclerite.",,,,http://purl.obolibrary.org/obo/HAO_0000958,,http://purl.obolibrary.org/obo/HAO_0000958,,,,,HAO:0002126,,,,galeo-lacinial complex,,HAO:0002126,,
http://purl.obolibrary.org/obo/HAO_0000472,lateral gonostyle/volsella complex-penisvalval muscle,,The gonostyle/volsella complex-penisvalval muscle that arises anterolaterally of the site of origin of the distodorsal gonostyle/volsella complex-penisvalval muscle and inserts laterally on the penisvalva.,false,,,http://purl.obolibrary.org/obo/HAO_0002044,,http://purl.obolibrary.org/obo/HAO_0000386|http://purl.obolibrary.org/obo/HAO_0000707,,The gonostyle/volsella complex-penisvalval muscle that arises anterolaterally of the site of origin of the distodorsal gonostyle/volsella complex-penisvalval muscle and inserts laterally on the penisvalva.,,,lateral gonostipo-penis valval muscle|muscle l,,,,,,,,HAO:0000472,,,,lateral gonostyle/volsella complex-penisvalval muscle,,HAO:0000472,,
http://purl.obolibrary.org/obo/HAO_0001529,genuflexor plate,,The sclerite that is located posteriorly along the proximal margin of the tibia and corresponds to the site of insertion of the posterior femoro-tibial muscle.,false,,,http://purl.obolibrary.org/obo/HAO_0000909,,,,The sclerite that is located posteriorly along the proximal margin of the tibia and corresponds to the site of insertion of the posterior femoro-tibial muscle.,,,,http://purl.obolibrary.org/obo/HAO_0000494,,http://purl.obolibrary.org/obo/HAO_0000494,,,,,HAO:0001529,,,,genuflexor plate,,HAO:0001529,,
http://purl.obolibrary.org/obo/HAO_0000483,lateral pronotal area,,The area of the pronotum that is lateral and delimited medially by the epomial carina.,false,,,http://purl.obolibrary.org/obo/HAO_0000146,,,,The area of the pronotum that is lateral and delimited medially by the epomial carina.,,,,http://purl.obolibrary.org/obo/HAO_0000837,,http://purl.obolibrary.org/obo/HAO_0000837,,,,,HAO:0000483,,,,lateral pronotal area,,HAO:0000483,,
http://purl.obolibrary.org/obo/HAO_0002264,anterolateral mesopectal projection,,The projection that is located anterolaterally on the epicnemial carina.,false,,,http://purl.obolibrary.org/obo/HAO_0000829,,,,The projection that is located anterolaterally on the epicnemial carina.,,,,http://purl.obolibrary.org/obo/HAO_0000557,,http://purl.obolibrary.org/obo/HAO_0000557,,,,,HAO:0002264,,,,anterolateral mesopectal projection,,HAO:0002264,,
http://purl.obolibrary.org/obo/HAO_0002137,galeal midrib,,The carina that extends medially along the medial wall of the galeo-lacinial complex and that is longitudinal.,false,,,http://purl.obolibrary.org/obo/HAO_0000188,,,,The carina that extends medially along the medial wall of the galeo-lacinial complex and that is longitudinal.,,,,http://purl.obolibrary.org/obo/HAO_0002126,,http://purl.obolibrary.org/obo/HAO_0002126,,,,,HAO:0002137,,,,galeal midrib,,HAO:0002137,,
http://purl.obolibrary.org/obo/HAO_0001518,first mesopleuro-third axillary sclerite of fore wing muscle,,The fore wing third axillary muscle that arises anterodorsally from the mesopleuron.,false,,,http://purl.obolibrary.org/obo/HAO_0001748,,http://purl.obolibrary.org/obo/HAO_0000566|http://purl.obolibrary.org/obo/HAO_0001632,,The fore wing third axillary muscle that arises anterodorsally from the mesopleuron.,,,pl2-3ax2a|first mesopleuro-third axillary sclerite of fore wing,,,,,,,,HAO:0001518,,,,first mesopleuro-third axillary sclerite of fore wing muscle,,HAO:0001518,,
http://purl.obolibrary.org/obo/HAO_0000839,pronotal projection,,The projection that is part of the pronotum.,false,,,http://purl.obolibrary.org/obo/HAO_0000829,,,,The projection that is part of the pronotum.,,,,,,,,,,,HAO:0000839,,,,pronotal projection,,HAO:0000839,,
http://purl.obolibrary.org/obo/HAO_0001552,knee,,The anatomical cluster that consists of the distal part of the femur and the proximal part of the tibia.,false,,,http://purl.obolibrary.org/obo/HAO_0000041,,,,The anatomical cluster that consists of the distal part of the femur and the proximal part of the tibia.,,,,http://purl.obolibrary.org/obo/HAO_0000494,,http://purl.obolibrary.org/obo/HAO_0000494,,,,,HAO:0001552,,,,knee,,HAO:0001552,,
http://purl.obolibrary.org/obo/HAO_0001563,infrabuccal pouch,,The pouch that is situated on the hypopharyngeal wall distally of the sitophore.,false,,,http://purl.obolibrary.org/obo/HAO_0001808,,,,The pouch that is situated on the hypopharyngeal wall distally of the sitophore.,,,,http://purl.obolibrary.org/obo/HAO_0000409,,http://purl.obolibrary.org/obo/HAO_0000409,,,,,HAO:0001563,,,,infrabuccal pouch,,HAO:0001563,,
http://purl.obolibrary.org/obo/HAO_0002160,ninth tergal condyle of the first valvifer,,The condyle that is located on the first valvifer and articulates with the first valviferal fossa of T9.,false,,,http://purl.obolibrary.org/obo/HAO_0000220,,,,The condyle that is located on the first valvifer and articulates with the first valviferal fossa of T9.,,,,http://purl.obolibrary.org/obo/HAO_0001636|http://purl.obolibrary.org/obo/HAO_0000338,,http://purl.obolibrary.org/obo/HAO_0001636|http://purl.obolibrary.org/obo/HAO_0000338,,,,,HAO:0002160,,,,ninth tergal condyle of the first valvifer,,HAO:0002160,,
http://purl.obolibrary.org/obo/HAO_0000828,profurco-laterocervical muscle,,The laterocervical muscle that arises medially from the anterior surface of the dorsal profurcal lamella.,false,,,http://purl.obolibrary.org/obo/HAO_0001116,,http://purl.obolibrary.org/obo/HAO_0000825|http://purl.obolibrary.org/obo/HAO_0000192,,The laterocervical muscle that arises medially from the anterior surface of the dorsal profurcal lamella.,,,profurco-laterocervical|fu1-cv,,,,,,,,HAO:0000828,,,,profurco-laterocervical muscle,,HAO:0000828,,
http://purl.obolibrary.org/obo/HAO_0000110,anterior extension of mesofurca,,The area that is located distally on the lateral mesofurcal arm and corresponds to the site of origin of the lateral anterior mesopleuro-mesofurcal muscle.,false,,,http://purl.obolibrary.org/obo/HAO_0000146,,,,The area that is located distally on the lateral mesofurcal arm and corresponds to the site of origin of the lateral anterior mesopleuro-mesofurcal muscle.,,,,http://purl.obolibrary.org/obo/HAO_0000475,,http://purl.obolibrary.org/obo/HAO_0000475,,,,,HAO:0000110,,,,anterior extension of mesofurca,,HAO:0000110,,
http://purl.obolibrary.org/obo/HAO_0002102,ventral dististipital process,,The projection that is located distally on the posterior stipital sclerite and encircles the base of the maxillary palp.,false,,,http://purl.obolibrary.org/obo/HAO_0000829,,,,The projection that is located distally on the posterior stipital sclerite and encircles the base of the maxillary palp.,,,,http://purl.obolibrary.org/obo/HAO_0002098,,http://purl.obolibrary.org/obo/HAO_0002098,,,,,HAO:0002102,,,,ventral dististipital process,,HAO:0002102,,
http://purl.obolibrary.org/obo/HAO_0002113,fourth sclerite of the maxillary palp,,The sclerite that is ringlike and is connected distally to the third sclerite of the maxillary palp via conjunctiva.,false,,,http://purl.obolibrary.org/obo/HAO_0000909,,,,The sclerite that is ringlike and is connected distally to the third sclerite of the maxillary palp via conjunctiva.,,,palpomere 4,http://purl.obolibrary.org/obo/HAO_0000515,,http://purl.obolibrary.org/obo/HAO_0000515,,,,,HAO:0002113,,,,fourth sclerite of the maxillary palp,,HAO:0002113,,
http://purl.obolibrary.org/obo/HAO_0000046,synchronous hermaphroditic organism,,Hermaphroditic organism that produces both male and female gametes at the same time.,false,,,http://purl.obolibrary.org/obo/HAO_0000029,,,CARO:0000046,Hermaphroditic organism that produces both male and female gametes at the same time.,,,,,,,,,,,HAO:0000046,,,,synchronous hermaphroditic organism,,HAO:0000046,,
http://purl.obolibrary.org/obo/HAO_0000875,protibial spur,,"The tibial spur that is located on the fore leg, is curved and together with the probasitarsus forms the strigil.",false,,,http://purl.obolibrary.org/obo/HAO_0001018,,,,"The tibial spur that is located on the fore leg, is curved and together with the probasitarsus forms the strigil.",,,fibula|strigil|calcar,http://purl.obolibrary.org/obo/HAO_0000349,,http://purl.obolibrary.org/obo/HAO_0000349,,,,,HAO:0000875,,,,protibial spur,,HAO:0000875,,
http://purl.obolibrary.org/obo/HAO_0000886,pupa,,.,false,,,http://purl.obolibrary.org/obo/HAO_0000012,,,,.,,,,,,,,,,,HAO:0000886,,,,pupa,,HAO:0000886,,
http://purl.obolibrary.org/obo/HAO_0000022,abdominal segment 3,,The abdominal segment that is located between abdominal segment 2 and abdominal segment 4.,false,,,http://purl.obolibrary.org/obo/HAO_0000016,,,,The abdominal segment that is located between abdominal segment 2 and abdominal segment 4.,,,,,,,,,,,HAO:0000022,,,,abdominal segment 3,,HAO:0000022,,
http://purl.obolibrary.org/obo/HAO_0000033,abdominal segment 8,,The abdominal segment that is located between abdominal segment 7 and abdominal segment 9.,false,,,http://purl.obolibrary.org/obo/HAO_0000016,,,,The abdominal segment that is located between abdominal segment 7 and abdominal segment 9.,,,,,,,,,,,HAO:0000033,,,,abdominal segment 8,,HAO:0000033,,
http://purl.obolibrary.org/obo/HAO_0002025,lateral panel of pronotum,,The area that is concave and is located ventrally of the level of the anterior thoracic spiracle.,false,,,http://purl.obolibrary.org/obo/HAO_0000146,,,,The area that is concave and is located ventrally of the level of the anterior thoracic spiracle.,,,,http://purl.obolibrary.org/obo/HAO_0000853,,http://purl.obolibrary.org/obo/HAO_0000853,,,,,HAO:0002025,,,,lateral panel of pronotum,,HAO:0002025,,
http://purl.obolibrary.org/obo/HAO_0001214,third mesopleuro-third axillary sclerite of fore wing muscle,,The fore wing third axillary muscle that originates posterolaterally from the mesopleuron.,false,,,http://purl.obolibrary.org/obo/HAO_0001748,,http://purl.obolibrary.org/obo/HAO_0000566|http://purl.obolibrary.org/obo/HAO_0001632,,The fore wing third axillary muscle that originates posterolaterally from the mesopleuron.,,,posterior mesopleuro-third axillary sclerite of fore wing muscle|third mesopleuro-third axillary sclerite muscle|pl2-3ax2c,,,,,,,,HAO:0001214,,,,third mesopleuro-third axillary sclerite of fore wing muscle,,HAO:0001214,,
http://purl.obolibrary.org/obo/HAO_0001425,abdominal sternum,,The sternum that is located on the abdominal segment.,false,,,http://purl.obolibrary.org/obo/HAO_0000956,,,,The sternum that is located on the abdominal segment.,,,,http://purl.obolibrary.org/obo/HAO_0000016,,http://purl.obolibrary.org/obo/HAO_0000016,,,,,HAO:0001425,,,,abdominal sternum,,HAO:0001425,,
http://purl.obolibrary.org/obo/HAO_0000897,retractor of the mouth angle,,The hypopharyngeal muscle that arises from the upper face and inserts on the proximolateral process of the sitophore.,false,,,http://purl.obolibrary.org/obo/HAO_0001112,,http://purl.obolibrary.org/obo/HAO_0001044|http://purl.obolibrary.org/obo/HAO_0000939,,The hypopharyngeal muscle that arises from the upper face and inserts on the proximolateral process of the sitophore.,,,fronto-sitophoral muscle,,,,,,,,HAO:0000897,,,,retractor of the mouth angle,,HAO:0000897,,
http://purl.obolibrary.org/obo/HAO_0000842,pronotal suprahumeral sulcus,,The sulcus that extends along the dorsal margin of the pronotum and delimits the dorsal pronotal area.,false,,,http://purl.obolibrary.org/obo/HAO_0000978,,,,The sulcus that extends along the dorsal margin of the pronotum and delimits the dorsal pronotal area.,,,,http://purl.obolibrary.org/obo/HAO_0000853,,http://purl.obolibrary.org/obo/HAO_0000853,,,,,HAO:0000842,,,,pronotal suprahumeral sulcus,,HAO:0000842,,
http://purl.obolibrary.org/obo/HAO_0000853,pronotum,,The notum that is located in the prothorax.,false,,,http://purl.obolibrary.org/obo/HAO_0000650,,,,The notum that is located in the prothorax.,,,,http://purl.obolibrary.org/obo/HAO_0000874,,http://purl.obolibrary.org/obo/HAO_0000874,,,,,HAO:0000853,,,,pronotum,,HAO:0000853,,
http://purl.obolibrary.org/obo/HAO_0000864,propodeal carina,,The carina that is located on the propodeum.,false,,,http://purl.obolibrary.org/obo/HAO_0000188,,,,The carina that is located on the propodeum.,,,,http://purl.obolibrary.org/obo/HAO_0001994,,http://purl.obolibrary.org/obo/HAO_0001994,,,,,HAO:0000864,,,,propodeal carina,,HAO:0000864,,
http://purl.obolibrary.org/obo/HAO_0000000,anatomical entity,,Biological entity that is either an individual member of a biological species or constitutes the structural organization of an individual member of a biological species.,false,,,http://www.w3.org/2002/07/owl#Thing,,,CARO:0000000,Biological entity that is either an individual member of a biological species or constitutes the structural organization of an individual member of a biological species.,,,,,,,,,,,HAO:0000000,,,,anatomical entity,,HAO:0000000,,
http://purl.obolibrary.org/obo/HAO_0002003,gastral tergite,,The tergite that is located on the gaster.,false,,,http://purl.obolibrary.org/obo/HAO_0001005,,,,The tergite that is located on the gaster.,,,,http://purl.obolibrary.org/obo/HAO_0000369,,http://purl.obolibrary.org/obo/HAO_0000369,,,,,HAO:0002003,,,,gastral tergite,,HAO:0002003,,
http://purl.obolibrary.org/obo/HAO_0000011,anatomical system,,Anatomical group that is has as its parts distinct anatomical structures interconnected by anatomical structures at a lower level of granularity.,false,,,http://purl.obolibrary.org/obo/HAO_0000054,,,CARO:0000011,Anatomical group that is has as its parts distinct anatomical structures interconnected by anatomical structures at a lower level of granularity.,,,,,,,,,,,HAO:0000011,,,,anatomical system,,HAO:0000011,,
http://purl.obolibrary.org/obo/HAO_0001403,lateral metepisternal projection,,The projection that is located anteriorly on the lateral longitudinal metepisternal carina.,false,,,http://purl.obolibrary.org/obo/HAO_0000829,,,,The projection that is located anteriorly on the lateral longitudinal metepisternal carina.,,,,http://purl.obolibrary.org/obo/HAO_0001412,,http://purl.obolibrary.org/obo/HAO_0001412,,,,,HAO:0001403,,,,lateral metepisternal projection,,HAO:0001403,,
http://purl.obolibrary.org/obo/HAO_0002050,proximomedian apodeme of the harpe,,The apodeme that is on the proximomedian margin of the harpe that is the site of insertion of the proximal and distal gonostyle/volsella complex-harpal muscles.,false,,,http://purl.obolibrary.org/obo/HAO_0000142,,,,The apodeme that is on the proximomedian margin of the harpe that is the site of insertion of the proximal and distal gonostyle/volsella complex-harpal muscles.,,,,http://purl.obolibrary.org/obo/HAO_0000395,,http://purl.obolibrary.org/obo/HAO_0000395,,,,,HAO:0002050,,,,proximomedian apodeme of the harpe,,HAO:0002050,,
http://purl.obolibrary.org/obo/HAO_0001115,anterior thoracic spiracle occlusor muscle,,The thoracic muscle that inserts on the anterior thoracic spiracle.,false,,,http://purl.obolibrary.org/obo/HAO_0001117,,,,The thoracic muscle that inserts on the anterior thoracic spiracle.,,,sp1occ,,,,,,,,HAO:0001115,,,,anterior thoracic spiracle occlusor muscle,,HAO:0001115,,
http://purl.obolibrary.org/obo/HAO_0001104,postgenal ridge,,The ridge that extends ventrally of the posterior tentorial pit and continuous with the tentorium.,false,,,http://purl.obolibrary.org/obo/HAO_0000899,,,,The ridge that extends ventrally of the posterior tentorial pit and continuous with the tentorium.,,,gular ridge,http://purl.obolibrary.org/obo/HAO_0000776,,http://purl.obolibrary.org/obo/HAO_0000776,,,,,HAO:0001104,,,,postgenal ridge,,HAO:0001104,,
http://purl.obolibrary.org/obo/HAO_0000718,pit,,The patch that is impressed and corresponds to an apophysis.,false,,,http://purl.obolibrary.org/obo/HAO_0000704,,,,The patch that is impressed and corresponds to an apophysis.,,,fovea|fossa,,,,,,,,HAO:0000718,,,,pit,,HAO:0000718,,
http://purl.obolibrary.org/obo/HAO_0000729,pleuron,,The sclerite that articulates with the leg and is connected along its dorsal margin with the notum and ventral margin with the sternum.,false,,,http://purl.obolibrary.org/obo/HAO_0000909,,,,The sclerite that articulates with the leg and is connected along its dorsal margin with the notum and ventral margin with the sternum.,,,,http://purl.obolibrary.org/obo/HAO_0001013,,http://purl.obolibrary.org/obo/HAO_0001013,,,,,HAO:0000729,,,,pleuron,,HAO:0000729,,
http://purl.obolibrary.org/obo/HAO_0001140,metafemur,,The femur that is located on the hind leg.,false,,,http://purl.obolibrary.org/obo/HAO_0000327,,,,The femur that is located on the hind leg.,,,hind femur|hindfemur,http://purl.obolibrary.org/obo/HAO_0000399,,http://purl.obolibrary.org/obo/HAO_0000399,,,,,HAO:0001140,,,,metafemur,,HAO:0001140,,
http://purl.obolibrary.org/obo/HAO_0001151,abdominal mediotergite 4,,The mediotergite that is located on abdominal tergum 4.,false,,,http://purl.obolibrary.org/obo/HAO_0001783,,,,The mediotergite that is located on abdominal tergum 4.,,,T3,http://purl.obolibrary.org/obo/HAO_0000057,,http://purl.obolibrary.org/obo/HAO_0000057,,,,,HAO:0001151,,,,abdominal mediotergite 4,,HAO:0001151,,
http://purl.obolibrary.org/obo/HAO_0001162,auxiliary propodeal carina,,The carina that connects the posterior margin of the metapleuron with the lateral propodeal carina.,false,,,http://purl.obolibrary.org/obo/HAO_0000188,,,,The carina that connects the posterior margin of the metapleuron with the lateral propodeal carina.,,,,http://purl.obolibrary.org/obo/HAO_0000604,,http://purl.obolibrary.org/obo/HAO_0000604,,,,,HAO:0001162,,,,auxiliary propodeal carina,,HAO:0001162,,
http://purl.obolibrary.org/obo/HAO_0000776,postgena,,The area that is located on the occiput ventrally of the occipital foramen.,false,,,http://purl.obolibrary.org/obo/HAO_0000146,,,,The area that is located on the occiput ventrally of the occipital foramen.,,,occiput,http://purl.obolibrary.org/obo/HAO_0000658,,http://purl.obolibrary.org/obo/HAO_0000658,,,,,HAO:0000776,,,,postgena,,HAO:0000776,,
http://purl.obolibrary.org/obo/HAO_0000565,mesopleuro-third axillary sclerite of hind wing muscle,,The hind wing third axillary muscle that arises from the mesopleuron and inserts on the third axillary sclerite of hind wing.,false,,,http://purl.obolibrary.org/obo/HAO_0001566,,http://purl.obolibrary.org/obo/HAO_0000566|http://purl.obolibrary.org/obo/HAO_0001631,,The hind wing third axillary muscle that arises from the mesopleuron and inserts on the third axillary sclerite of hind wing.,,,mesopleuro-third axillary sclerite of hind wing|pl2-3ax2bc|pl2-3ax2,,,,,,,,HAO:0000565,,,,mesopleuro-third axillary sclerite of hind wing muscle,,HAO:0000565,,
http://purl.obolibrary.org/obo/HAO_0001991,orbital carina,,The carina that extends along the posterior margin of the compound eye.,false,,,http://purl.obolibrary.org/obo/HAO_0000188,,,,The carina that extends along the posterior margin of the compound eye.,,,,http://purl.obolibrary.org/obo/HAO_0000398,,http://purl.obolibrary.org/obo/HAO_0000398,,,,,HAO:0001991,,,,orbital carina,,HAO:0001991,,
http://purl.obolibrary.org/obo/HAO_0000752,posterior mesepimeral inflection,,"The inflection that extends along the posterior margin of the mesepimeron, posteriorly of the subalar pit to the coxal articulation.",false,,,http://purl.obolibrary.org/obo/HAO_0000418,,,,"The inflection that extends along the posterior margin of the mesepimeron, posteriorly of the subalar pit to the coxal articulation.",,,,http://purl.obolibrary.org/obo/HAO_0000539,,http://purl.obolibrary.org/obo/HAO_0000539,,,,,HAO:0000752,,,,posterior mesepimeral inflection,,HAO:0000752,,
http://purl.obolibrary.org/obo/HAO_0000763,posterior propodeal projection,,The propodeal spine that is located posteromedially of the first abdominal spiracle.,false,,,http://purl.obolibrary.org/obo/HAO_0001695,,,,The propodeal spine that is located posteromedially of the first abdominal spiracle.,,,posterolateral propodeal process|lateral propodeal projection,http://purl.obolibrary.org/obo/HAO_0001994,,http://purl.obolibrary.org/obo/HAO_0001994,,,,,HAO:0000763,,,,posterior propodeal projection,,HAO:0000763,,
http://purl.obolibrary.org/obo/HAO_0001000,tentorio-antennal muscle,,The muscle that arises from the dorsal surface of the anterior broadened part of the anterior tentorial arm and inserts on the scape.,false,,,http://purl.obolibrary.org/obo/HAO_0001172,,http://purl.obolibrary.org/obo/HAO_0001454|http://purl.obolibrary.org/obo/HAO_0000908,,The muscle that arises from the dorsal surface of the anterior broadened part of the anterior tentorial arm and inserts on the scape.,,,,,,,,,,,HAO:0001000,,,,tentorio-antennal muscle,,HAO:0001000,,
http://purl.obolibrary.org/obo/HAO_0001845,laterosternite 9,,The laterosternite that is located on abdominal sternum 9.,false,,,http://purl.obolibrary.org/obo/HAO_0001838,,,,The laterosternite that is located on abdominal sternum 9.,,,,http://purl.obolibrary.org/obo/HAO_0000047,,http://purl.obolibrary.org/obo/HAO_0000047,,,,,HAO:0001845,,,,laterosternite 9,,HAO:0001845,,
